Token,InstrumentName,ShortName,Series,ExpiryDate,StrikePrice,OptionType,CALevel,PermittedToTrade,IssueCapital,WarningQty,FreezeQty,CreditRating,NormalMarketStatus,OddLotMarketStatus,SpotMarketStatus,AuctionMarketStatus,NormalMarketEligibility,OddLotMarketEligibility,SpotMarketEligibility,AuctionMarketEligibility,IssueRate,IssueStartDate,InterestPaymentDate,IssueMaturityDate,MarginPercentage,MinimumLotQty,LotSize,TickSize,CompanyName,ListingDate,ExpulsionDate,ReAdmissionDate,RecordDate,LowPriceRange,HighPriceRange,SecurityExpiryDate,NoDeliveryStartDate,NoDeliveryEndDate,MF,AON,ParticipantInMarketIndex,BookClsStartDate,BookClsEndDate,ExcerciseStartDate,ExcerciseEndDate,OldToken,AssetInstrument,AssetName,AssetToken,IntrinsicValue,ExtrinsicValue,ExcerciseStyle,EGM,AGM,Interest,Bonus,Rights,Dividends,ExAllowed,ExRejectionAllowed,PlAllowed,IsThisAsset,IsCorpAdjusted,LocalUpdateDatetime,DeleteFlag,Remarks,BasePrice,ExchangeCode
2679,OPTCUR,EURINR,OPTION,26-Sep-2025,98,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,1.21,1.915,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.2125,EURINR
2681,OPTCUR,EURINR,OPTION,26-Sep-2025,98.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,1.2925,2.0275,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.335,EURINR
2678,OPTCUR,EURINR,OPTION,26-Sep-2025,98,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,2.915,4.165,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.4725,EURINR
2680,OPTCUR,EURINR,OPTION,26-Sep-2025,98.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,2.7825,4.0025,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.35,EURINR
2682,OPTCUR,EURINR,OPTION,26-Sep-2025,98.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,2.6525,3.8425,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.2325,EURINR
2702,OPTCUR,EURINR,OPTION,26-Sep-2025,99,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,2.4025,3.5325,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.0075,EURINR
2714,OPTCUR,EURINR,OPTION,26-Sep-2025,99.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,2.285,3.385,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.9025,EURINR
2716,OPTCUR,EURINR,OPTION,26-Sep-2025,99.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,1.6525,2.5125,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.87,EURINR
2719,OPTCUR,EURINR,OPTION,26-Sep-2025,99.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,2.1725,3.2375,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.8,EURINR
2431,OPTCUR,EURINR,OPTION,26-Sep-2025,90,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,9.01,10.88,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.3025,EURINR
2523,OPTCUR,EURINR,OPTION,26-Sep-2025,93.5,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.295,0.56,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.67,EURINR
2631,OPTCUR,EURINR,OPTION,26-Sep-2025,97,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,3.4925,4.8575,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.0025,EURINR
2656,OPTCUR,EURINR,OPTION,26-Sep-2025,97.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,3.195,4.505,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.7275,EURINR
2687,OPTCUR,EURINR,OPTION,26-Sep-2025,98.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,1.465,2.265,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.595,EURINR
2686,OPTCUR,EURINR,OPTION,26-Sep-2025,98.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,2.525,3.685,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.1175,EURINR
2407,OPTCUR,EURINR,OPTION,26-Sep-2025,87.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,11.12,13.045,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,10.3925,EURINR
2426,OPTCUR,EURINR,OPTION,26-Sep-2025,89.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,9.47,11.355,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.76,EURINR
2476,OPTCUR,EURINR,OPTION,26-Sep-2025,91.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,7.66,9.475,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,6.98,EURINR
2501,OPTCUR,EURINR,OPTION,26-Sep-2025,93.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,6.18,7.89,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,5.5425,EURINR
2427,OPTCUR,EURINR,OPTION,26-Sep-2025,89.5,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.055,0.125,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.1525,EURINR
2580,OPTCUR,EURINR,OPTION,26-Sep-2025,95.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,4.65,6.2,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,4.0825,EURINR
2677,OPTCUR,EURINR,OPTION,26-Sep-2025,97.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,1.1325,1.8075,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.0925,EURINR
3500,OPTCUR,GBPINR,OPTION,26-Sep-2025,106,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.1875,0.3775,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.305,GBPINR
2455,OPTCUR,EURINR,OPTION,26-Sep-2025,90.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,8.78,10.645,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.0775,EURINR
2560,OPTCUR,EURINR,OPTION,26-Sep-2025,94.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,5.39,7.025,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,4.79,EURINR
3567,OPTCUR,GBPINR,OPTION,26-Sep-2025,107.5,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.315,0.6,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.495,GBPINR
3629,OPTCUR,GBPINR,OPTION,26-Sep-2025,108,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.37,0.69,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.575,GBPINR
3496,OPTCUR,GBPINR,OPTION,26-Sep-2025,105.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,8.4925,10.5475,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.8925,GBPINR
3499,OPTCUR,GBPINR,OPTION,26-Sep-2025,106,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,8.2775,10.3175,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.67,GBPINR
3634,OPTCUR,GBPINR,OPTION,26-Sep-2025,108.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,6.02,7.875,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,6.355,GBPINR
3505,OPTCUR,GBPINR,OPTION,26-Sep-2025,106.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,8.0575,10.0875,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.4475,GBPINR
3515,OPTCUR,GBPINR,OPTION,26-Sep-2025,106.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,7.845,9.86,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.23,GBPINR
3557,OPTCUR,GBPINR,OPTION,26-Sep-2025,107.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.29,0.555,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.4575,GBPINR
3624,OPTCUR,GBPINR,OPTION,26-Sep-2025,107.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.34,0.645,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.535,GBPINR
3631,OPTCUR,GBPINR,OPTION,26-Sep-2025,108.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.4,0.74,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.62,GBPINR
3633,OPTCUR,GBPINR,OPTION,26-Sep-2025,108.5,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.4325,0.7925,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.665,GBPINR
2489,OPTCUR,EURINR,OPTION,26-Sep-2025,92.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.1825,0.3675,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.4425,EURINR
2413,OPTCUR,EURINR,OPTION,26-Sep-2025,88.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.0275,0.0725,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.0875,EURINR
2485,OPTCUR,EURINR,OPTION,26-Sep-2025,92,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.165,0.335,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.405,EURINR
2606,OPTCUR,EURINR,OPTION,26-Sep-2025,95.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.635,1.095,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.285,EURINR
2720,OPTCUR,EURINR,OPTION,26-Sep-2025,99.5,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,1.755,2.645,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.0125,EURINR
3553,OPTCUR,GBPINR,OPTION,26-Sep-2025,107,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.2675,0.5175,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.4225,GBPINR
3630,OPTCUR,GBPINR,OPTION,26-Sep-2025,108.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,6.4075,8.3025,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,6.755,GBPINR
3639,OPTCUR,GBPINR,OPTION,26-Sep-2025,109.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,5.645,7.455,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,5.965,GBPINR
3649,OPTCUR,GBPINR,OPTION,26-Sep-2025,110,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,5.1025,6.8425,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,5.4075,GBPINR
3682,OPTCUR,GBPINR,OPTION,26-Sep-2025,111.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,4.26,5.87,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,4.5275,GBPINR
3683,OPTCUR,GBPINR,OPTION,26-Sep-2025,111.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.94,1.565,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.3675,GBPINR
3687,OPTCUR,GBPINR,OPTION,26-Sep-2025,111.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,1.07,1.75,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.535,GBPINR
2405,OPTCUR,EURINR,OPTION,26-Sep-2025,87.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,11.36,13.285,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,10.63,EURINR
2473,OPTCUR,EURINR,OPTION,26-Sep-2025,91.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,7.88,9.705,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,7.195,EURINR
2478,OPTCUR,EURINR,OPTION,26-Sep-2025,91.5,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.135,0.28,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.3375,EURINR
2586,OPTCUR,EURINR,OPTION,26-Sep-2025,95.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,0.5425,0.9525,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.1225,EURINR
2713,OPTCUR,EURINR,OPTION,26-Sep-2025,99,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,EURO,,,,,1.5575,2.3875,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.73,EURINR
3514,OPTCUR,GBPINR,OPTION,26-Sep-2025,106.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.205,0.41,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.3325,GBPINR
3568,OPTCUR,GBPINR,OPTION,26-Sep-2025,107.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,6.8075,8.7375,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,7.165,GBPINR
3659,OPTCUR,GBPINR,OPTION,26-Sep-2025,110.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,4.9275,6.6425,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,5.22,GBPINR
3749,OPTCUR,GBPINR,OPTION,26-Sep-2025,114,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.72,4,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.91,GBPINR
3758,OPTCUR,GBPINR,OPTION,26-Sep-2025,115,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.2675,3.4225,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.4275,GBPINR
3759,OPTCUR,GBPINR,OPTION,26-Sep-2025,115,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.205,3.285,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.9825,GBPINR
3768,OPTCUR,GBPINR,OPTION,26-Sep-2025,115.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.06,3.155,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.21,GBPINR
3535,OPTCUR,GBPINR,OPTION,26-Sep-2025,106.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,7.6325,9.6325,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,8.0125,GBPINR
3556,OPTCUR,GBPINR,OPTION,26-Sep-2025,107.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,7.215,9.18,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,7.5825,GBPINR
3643,OPTCUR,GBPINR,OPTION,26-Sep-2025,109.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,5.46,7.245,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,5.775,GBPINR
3670,OPTCUR,GBPINR,OPTION,26-Sep-2025,111,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,4.4225,6.0575,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,4.695,GBPINR
3700,OPTCUR,GBPINR,OPTION,26-Sep-2025,112.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,3.6525,5.1475,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.89,GBPINR
3738,OPTCUR,GBPINR,OPTION,26-Sep-2025,113.25,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,3.0975,4.4725,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.3075,GBPINR
3742,OPTCUR,GBPINR,OPTION,26-Sep-2025,113.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.8425,4.1575,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.0375,GBPINR
3770,OPTCUR,GBPINR,OPTION,26-Sep-2025,115.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,1.96,3.025,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.105,GBPINR
3776,OPTCUR,GBPINR,OPTION,26-Sep-2025,116,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,1.8675,2.8975,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.005,GBPINR
3783,OPTCUR,GBPINR,OPTION,26-Sep-2025,116.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.8,4.035,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.7025,GBPINR
3788,OPTCUR,GBPINR,OPTION,26-Sep-2025,116.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,1.6025,2.5425,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.725,GBPINR
3647,OPTCUR,GBPINR,OPTION,26-Sep-2025,109.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.6275,1.0975,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,0.94,GBPINR
3685,OPTCUR,GBPINR,OPTION,26-Sep-2025,111.5,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,1.0025,1.6575,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.45,GBPINR
3761,OPTCUR,GBPINR,OPTION,26-Sep-2025,115.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.3175,3.4275,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.12,GBPINR
3740,OPTCUR,GBPINR,OPTION,26-Sep-2025,113.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.9675,4.3125,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.17,GBPINR
3667,OPTCUR,GBPINR,OPTION,26-Sep-2025,110.75,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,4.5875,6.2475,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,4.8675,GBPINR
3752,OPTCUR,GBPINR,OPTION,26-Sep-2025,114.25,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,1.8925,2.8775,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.595,GBPINR
3673,OPTCUR,GBPINR,OPTION,26-Sep-2025,111,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,0.88,1.48,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.2875,GBPINR
3757,OPTCUR,GBPINR,OPTION,26-Sep-2025,114.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.1,3.145,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,2.85,GBPINR
3689,OPTCUR,GBPINR,OPTION,26-Sep-2025,112,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,1.1375,1.8475,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,1.625,GBPINR
3775,OPTCUR,GBPINR,OPTION,26-Sep-2025,115.75,PE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,2.5525,3.7225,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.405,GBPINR
3710,OPTCUR,GBPINR,OPTION,26-Sep-2025,112.5,CE,0,0,0,,0,,0,0,0,0,,,,,0,,,,0,1,1000,0.0025,POUND STERLING,,,,,3.5075,4.9725,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,3.7375,GBPINR
