ShortName,CompanyName,ISINCode,ExchangeCode
MOTM50,MOTILAL OSWAL  M50 ETF,INF247L01536,MOM50
MOTMAF,MOTUL MAFATLAL LUBRI,,
MOTMIR,MOTHER MIRA FINANCE,,
MOTNAS,MOTILAL OSWAL MS NASDAQ 100ETF,INF247L01AP3,MON100
MOTNC1,8.85% MOTILAL OSWAL NCD MAY26,INE338I07131,885MOFSL26
MOTNC2,0 MOTILAL OSWAL NCD SrII MAY26,INE338I07156,0MOFSL26
MOTNC3,9.10% MOTILAL OSWAL NCD MAY27,INE338I07149,91MOFSL27
MOTNC4,0 MOTILAL OSWAL NCDSrIV MAY 27,INE338I07099,0MOFSL27
MOTNC5,8.97% MOTILAL OSWAL NCD MAY29,INE338I07164,897MOFSL29
MOTNC6,9.35% MOTILAL OS NCD MAY29,INE338I07107,935MOFSL29
MOTNC7,9.30%  MOTILAL OSWAL NCD MAY34,INE338I07115,93MOFSL34
MOTNC8,9.70% MOTILAL OSWAL NCD MAY34,INE338I07123,97MOFSL34
MOTOSW,MOTILAL OSWAL FINANCIAL SERVIC,INE338I01027,MOTILALOFS
MOTPRO,AMBAR PROTEIN INDUSTRIES LTD,INE072V01017,AMBARPIL
MOTQ50,MOTILAL OSWAL NASDAQ Q 50 ETF,INF247L01AU3,MONQ50
MOTQUA,Motilal Os S&P BSE Quality ETF,INF247L01BH8,MOQUALITY
MOTSU,MOTHERSON SUMI WIRING IND LTD,INE0FS801015,MSUMI
MOTSUM,SAMVARDHANA MOTHERSON INT LTD,INE775A01035,MOTHERSON
MOUEVE,MOUNT EVEREST MINERAL WATER LT,INE690B01018,MOUNTEVE
MOUFIN,MOULIK FINANCE & RES,,
MOUHOU,MOUNT HOUSING AND INFRA,INE444X01014,MOUNT
MOUSHI,MOUNT SHIVALIK INDUSTRIES LTD,INE410C01019,MOUNTSHIQ
MOVIRR,MOVILEX IRRIGATION,INE857A01015,MOVILEX
MOVPIC,MOVING PICTURE COMPANY (INDIA),INE691B01016,MOVINGPI
MPAGRO,MP AGRO INDUSTRIES LTD,INE468C01017,MPAGI
MPHLIM,MPHASIS LIMITED,INE356A01018,MPHASIS
MPICOR,MPIL CORPORATION LIMITED,INE844C01027,MPILCORPL
MPPOLY,AIKYAM INTELLECTUAL PROPERTY,INE739N01026,AIPCL
MPTELE,M.P TELELINKS,INE003C01012,MPTELE
MRCEXI,MRC AGROTECH LIMITED,INE333Y01017,MRCAGRO
MRFTYR,MRF LTD,INE883A01011,MRF
MRIPHA,ANKUR DRUGS & PHARMA LTD,INE238D01012,ANKURDRUGS
MROTEK,UMIYA BUILDCON LIMITED,INE398B01018,UMIYA-MRO
MRPAGR,MRP AGRO LIMITED,INE0D7801012,MRP
MRPL,MANGALORE REFINERY & PETROCHEM,INE103A01014,MRPL
MRSBEC,MRS BECTORS FOOD SPECIALITIES,INE495P01012,BECTORFOOD
MRUTRA,MRUGESH TRADING LTD,INE738D01029,MRUTR
MSFCD,MARWADI SHARES &FIN LTD 2MAR26,INE138I08075,0MSFL26
MSINV,SRESTHA FINVEST LIMITED,INE606K01049,SRESTHA
MSIRE1,SRESTHA FINVEST LIMITED RE,INE606K20015,SRESTHA-RE
MSLIND,MSL INDUSTRIES LTD,INE626C01010,MSLIND
MSPSTE,MSP STEEL & POWER LIMITED,INE752G01015,MSPL
MSRIND,MSR INDIA LTD,INE331L01026,MSRINDIA
MSSECU,SWADHA NATURE LIMITED,INE0P4R01017,SWADHATURE
MSTLIM,MSTC LIMITED,INE255X01014,MSTCLTD
MTATEC,MTAR TECHNOLOGIES LIMITED,INE864I01014,MTARTECH
MTEDU,MT EDUCARE LIMITED,INE472M01018,MTEDUCARE
MTNL,MAHANAGAR TELEPHONE NIGAM LTD,INE153A01019,MTNL
MTNND1,8.00% MTNL Nov 32,INE153A08105,8MTNL32
MTNND2,7.87% MTNL DEC 32,INE153A08113,787MTNL32
MTOFS,MT EDUCARE LIMITED OFS,INE000000138,MTEDUCARE
MTZIND,MTZ (INDIA) LTD,INE865A01018,MTZIND
MTZPOL,MTZ POLYESTERS,INE864A01011,MTZPOLY
MUDFI,MUDRA FINANCIAL SERVICES LTD,INE967S01014,MUDRA
MUDFIN,MUDIT FINLEASE LTD,INE220D01010,MUDITFN
MUFNDA,MUTHOOT FIN 11.75% NCD 14SP13,INE414G07050,MFINNCD1A
MUFNDB,MUTHOOT FIN 12% NCD 13SP13,INE414G07068,MFINNCD1B
MUFNDC,MUTHOOT FIN 12% NCD 13SP14,INE414G07076,MFINNCD1C
MUFNDD,MUTHOOT FIN 12.25% NCD 13SP14,INE414G07084,MFINNCD1D
MUFNDE,MUTHOOT FIN 12% NCD 13SP16,INE414G07092,MFINNCD1E
MUFNDF,MUTHOOT FIN 12.25% NCD 13SP16,INE414G07100,MFINNCD1F
MUKAND,MUKAND LTD,INE304A01026,MUKANDLTD
MUKART,MUKTA ARTS LIMITED,INE374B01019,MUKTAARTS
MUKBAB,MUKESH BABU FINANCIAL SERVICES,INE596B01017,MUKESHB
MUKENG,MUKAND ENGINEERS LTD,INE022B01014,MUKANDENGG
MUKIND,MUKUNDA INDL.FINANCE,INE618B01019,MUKUIND
MUKPAP,MUKERIAN PAPER LTD.,INE348C01011,MUKPA
MUKPIP,MUKAT PIPES LTD,INE862C01029,MUKATPIP
MUKPR1,MUKAND LTD 0.01 PREF 120123,INE304A04012,MUKANDCRPS
MUKPRO,MUKKA PROTEINS LIMITED,INE0CG401037,MUKKA
MUKSTE,MUKESH STEELS LTD,INE953G01019,MUKESTL
MUKSTR,MUKESH STRIPS LTD,INE946G01013,MUKSTRI
MUKSYN,MUKUND SYNTEX,,
MULAGE,MULTIPURPOSE TRADING & AGENCIE,INE017P01014,ZMULTIPU
MULARC,MULTI-ARC INDIA LTD,INE399B01016,MULTIARC
MULHOL,MULTIPLUS HOLDINGS LTD,INE886E01016,MULTIIN
MULIND,MULTIBASE INDIA LIMITED,INE678F01014,MULTIBASE
MULOFF,MULTICOLOUR OFFSET,,
MULOFS,MULTIBASE INDIA LIMITED OFS,INE000000121,MULTIBASE
MULPHI,MULLER & PHIPPS (INDIA) LTD,INE003F01015,MULLER
MUMF1,10% MUTHOOTTU MINI FIN 27FEB26,INE101Q07AP9,10MMFL26
MUMN10,MUTHOOT MERCANTILE LTD 9.65,INE05F407BE0,965MML25
MUMN11,MUTHOOT MERCANTILE LTD 10.15,INE05F407BS0,1015MML25
MUMN12,0% MUTHOOT MERCANT. NR JUN 25,INE05F407BC4,MML25
MUMN13,0% MUTHOOT MERCANT. 21 JUN 25,INE05F407BT8,MML25A
MUMN14,MUTHOOT MERCANTILE LTD  9.75,INE05F407BF7,975MML25
MUMN15,MUTHOOT MERCANTILE LTD 10.25,INE05F407BN1,1025MML25
MUMN16,0% MUTHOOT MERCANT. 21 DEC 25,INE05F407BI1,MML25B
MUMN17,0% MUTHOOT MERCANT. R DEC 25,INE05F407BP6,MML25C
MUMN18,MUTHOOT MERCANTILE LTD 10.25,INE05F407BG5,1025MML26
MUMN19,MUTHOOT MERCANTILE LTD 10.75,INE05F407BM3,1075MML26
MUMN20,0% MUTHOOT MERCANT. NR DEC 26,INE05F407BH3,MML26
MUMN21,0% MUTHOOT MERCANT. 21 DEC 26,INE05F407BO9,MML26A
MUMN22,MUTHOOT MERCANTILE LTD 10.50,INE05F407BB6,1050MML28
MUMN23,MUTHOOT MERCANTILE LTD 21DC28,INE05F407BL5,11MML28
MUMN24,0% MUTHOOT MERCANT. R DEC 28,INE05F407BJ9,MML28
MUMN25,0% MUTHOOT MERCANT. 21 DEC 28,INE05F407BQ4,MML28A
MUMN26,0% MUTHOOT MERCANT. MAR 30,INE05F407AZ7,MML30
MUMN28,10.5%MUTHOOT MERCANT LTD MAY25,INE05F407BZ5,1050MML25
MUMN29,0% MUTHOOT MERCANT LTD MAY25,INE05F407CA6,MML27524
MUMN30,10.5%MUTHOOT MERCANT LTD NOV26,INE05F407CJ7,105MML25
MUMN31,0% MUTHOOT MERCANT LTD NOV26,INE05F407CF5,MML27524A
MUMN32,10.6%MUTHOOT MERCANT LTD MAY26,INE05F407CI9,1060MML26
MUMN33,0% MUTHOOT MERCANT LTD MAY26,INE05F407CG3,0MML27524
MUMN34,10.75%MUTHOOT MERCANT LTDMAY27,INE05F407CB4,1075MML27
MUMN35,0% MUTHOOT MERCANT LTD MAY27,INE05F407CD0,0MML27
MUMN36,10.8%MUTHOOT MERCANT LTD MAY29,INE05F407CH1,1080MML29
MUMN37,0% MUTHOOT MERCANT LTD MAY29,INE05F407CC2,0MML29
MUMN38,0% MUTHOOT MERCANT LTD JUL30,INE05F407CE8,0MML29A
MUMN41,10.7%MUTHOOT MERCANT LTD OCT25,INE05F407CS8,1070MML25
MUMN42,0% MUTHOOT MERCANT LTD OCT 25,INE05F407CK5,MML11924
MUMN43,10.8%MUTHOOT MERCANT LTD MAY26,INE05F407CP4,1080MML26
MUMN44,0% MUTHOOT MERCANT LTD MAY 26,INE05F407CN9,MML110924
MUMN45,11.25%MUTHOOT MERCANT LTDSEP27,INE05F407CM1,1125MML27
MUMN46,0% MUTHOOT MERCANT LTD SEP 27,INE05F407CQ2,MML11924A
MUMN47,11.5%MUTHOOT MERCANT LTD SEP29,INE05F407CO7,1150MML29
MUMN48,0% MUTHOOT MERCANT LTD SEP 29,INE05F407CL3,MML11924B
MUMN49,0% MUTHOOT MERCANT LTD OCT 30,INE05F407CR0,MML11924C
MUMN52,10% MUTHOOT MERCANTILE MAR 26,INE05F407CU4,10MML26
MUMN53,0% MUTHOOT MERCANTILE MAR 26,INE05F407CV2,MML290125
MUMN54,10.15% MUTHOOT MERCANTI SEP 26,INE05F407DA4,1015MML26
MUMN55,0% MUTHOOT MERCANTILE SEP 26,INE05F407CT6,MML290125A
MUMN56,10.75% MUTHOOT MERCANTI JAN 28,INE05F407CW0,1075MML28
MUMN57,0% MUTHOOT MERCANTILE JAN 28,INE05F407CX8,MML290125B
MUMN58,11% MUTHOOT MERCANTILE JAN 30,INE05F407CY6,11MML30
MUMN59,0% MUTHOOT MERCANTILE JAN 30,INE05F407CZ3,MML290125C
MUMN60,0% MUTHOOT MERCANTILE FEB 31,INE05F407DB2,MML290125D
MUMN62,10% MUTHOOT MERCAN LTD MAY 26,INE05F407DC0,10MML26A
MUMN63,0% MUTHOOT MERCAN LTD MAY 26,INE05F407DD8,MML21425
MUMN64,10.75 MUTHOOT MERCAN LTDAPR 28,INE05F407DG1,1075MML28A
MUMN65,0% MUTHOOT MERCAN LTD APR 28,INE05F407DF3,MML210425
MUMN66,0% MUTHOOT MERCAN LTD MAY 31,INE05F407DE6,MML21425A
MUMND3,MUTHOOT MICROFIN LTD 27JN26,INE046W07230,11MML26
MUMND4,MUTHOOT MICROFIN LTD 05JU26,INE046W07248,11MML26A
MUMND5,MUTHOOT MICROFIN LIMITED10.75,INE046W07263,1075MML26A
MUMND6,MUTHOOT MERCANTILE LTD 9.50,INE05F407BD2,950MML24
MUMND7,MUTHOOT MERCANTILE LTD 20DC24,INE05F407BK7,10MMLTD24
MUMND8,0% MUTHOOT MERCANT. R DEC 24,INE05F407BA8,MML24
MUMND9,0% MUTHOOT MERCANT. 20 DEC 24,INE05F407BR2,MML24A
MUNAUT,MUNJAL AUTO INDUSTRIES LIMITED,INE672B01032,MUNJALAU
MUNCAP,MUNOTH CAPITAL MARKET LTD,INE910G01027,MUNCAPM
MUNCHE,SAPTAK CHEM AND BUSINESS LTD,INE467X01015,SCBL
MUNFIN,MUNOTH FINANCIAL SERVICES LTD,INE348D01019,MUNOTHFI
MUNFOR,MUNIS FORGE,,
MUNHIR,DOCTORS BIOTECH,INE739D01027,DOCTORBI
MUNINV,MUNOTH COMMUNICATION LIMITED,INE410E01015,MCLTD
MUNSHO,MUNJAL SHOWA LTD,INE577A01027,MUNJALSHOW
MUOFS,MUDRA LIFESTYLE LIMITED OFS,INE000000083,ELAND
MURAGR,MURLI INDUSTRIES LIMITED,INE806B01028,MURLIIND
MURCER,MURUDESHWAR CERAMICS LTD,INE692B01014,MURUDCERA
MURIND,MURABLACK LTD,,
MURPRO,FRANKLIN INDUSTRIES LIMITED,INE789R01022,FRANKLININD
MURRE1,FRANKLIN INDUSTRIES LTD RE,INE789R20022,FRANKI-RE1
MUSBRO,MUSIC BROADCAST LIMITED,INE919I01024,RADIOCITY
MUSEXP,SAI INFO LIMITED,INE589B01012,
MUSFER,MFS INTERCORP LTD,INE614F01019,MFSINTRCRP
MUSPRF,MUSIC BROADCAST LIMITED PRF,INE919I04010,MBLNCRPS
MUT100,MUTHOOT FIN SR13 17NV16 FV1000,INE414G07AL6,0MFL2016C
MUT101,MUTHOOT FIN SR13 14OT17 FV1000,INE414G07AM4,0MFL2017C
MUT102,MUTHOOT FIN SR13 14OT18 FV1000,INE414G07AN2,0MFL2018
MUT103,MUTHOOT FIN SR13 14OT20 FV1000,INE414G07AO0,0MFL2020
MUT104,MUTHOOT FIN 9.50 09DC16 FV1K,INE549K07303,950MFL16
MUT105,MUTHOOT FIN SR13 14OT22 FV1000,INE414G08298,0MFL2022
MUT106,MUTHOOT FIN 10.25 4NV17 FV1K,INE549K07311,1025MFL17A
MUT107,MUTHOOT FIN 10.50 5NV18 FV1K,INE549K07329,1050MFL18
MUT108,MUTHOOT FIN 10 05NV20 FV1K,INE549K07337,10MFL20A
MUT109,MUTHOOT FIN 10.5 04NV17 FV1K,INE549K07345,1050MFL17A
MUT110,MUTHOOT FIN 10.75 5NV18 FV1K,INE549K07352,1075MFL18
MUT111,MUTHOOT FIN 10.25 5NV20 FV1K,INE549K07360,1025MFL20
MUT112,MUTHOOT FIN 9.75 09DC16 FV1K,INE549K07378,975MFL16A
MUT113,MUTHOOT FIN 10.5 04NV17 FV1K,INE549K07386,1050MFL17B
MUT114,MUTHOOT FIN 10.75 5NV18 FV1K,INE549K07394,1075MFL18A
MUT115,MUTHOOT FIN 10.25 5NV20 FV1K,INE549K07402,1025MFL20A
MUT117,MUTHOOT FINA S14O1 8.75 20JN18,INE414G07AQ5,875MFL18
MUT118,MUTHOOT FINA S14-O2 9 20JN19,INE414G07AR3,9MFL19
MUT119,MUTHOOT FINA S14-O3 8.5 20JN21,INE414G07AS1,85MFL21
MUT120,MUTHOOT FINA S14-O4 9 20JN18,INE414G07AT9,9MFL18
MUT121,MUTHOOT FINA S14O5 9.25 20JN19,INE414G07AU7,925MFL19
MUT122,MUTHOOT FINA S14O6 8.75 20JN21,INE414G07AV5,875MFL21
MUT123,MUTHOOT FINA S14-O7 23FB17,INE414G07AW3,0MFL17AI
MUT124,MUTHOOT FINA S14-O8 20JN18,INE414G07AX1,0MFL18AII
MUT125,MUTHOOT FINA S14-O9 20JN19,INE414G07AY9,0MFL19AIII
MUT126,MUTHOOT FINA S14-O10 20JN21,INE414G07AZ6,0MFL21AIV
MUT127,0% Muthoot Finance Apr 23,INE414G08306,0MFL23AV
MUT128,MUTHOOT FINC S4 12 30OT20 FV1K,INE549K08087,12MFL20D
MUT129,MUTHOOT FINA SRXV 8.5 12MY18,INE414G07BA7,850MFL18
MUT130,MUTHOOT FINA SRXV 8.75 12MY19,INE414G07BB5,875MFL19
MUT131,MUTHOOT FINA SRXV 8.25 12MY21,INE414G07BC3,825MFL21
MUT132,MUTHOOT FINA SRXV 8.75 12MY18,INE414G07BD1,875MFL18A
MUT133,MUTHOOT FINA SRXV 12MY19,INE414G07BE9,9MFL19A
MUT134,MUTHOOT FINA SRXV 8.5 12MY21,INE414G07BF6,850MFL21
MUT135,MUTHOOT FINA SRXV 16JU17,INE414G07BG4,0MFL17A1
MUT136,MUTHOOT FINA SRXV 12NV17,INE414G07BH2,0MFL17A2
MUT137,MUTHOOT FINA SRXV 12MY18,INE414G07BI0,0MFL18A3
MUT138,MUTHOOT FINA SRXV 12MY19,INE414G07BJ8,0MFL19A4
MUT139,0% Muthoot Finance Nov 23,INE414G08314,MFLZC23
MUT140,MUTHOOT FINA SR-16 8.5 30JN19,INE414G07BO8,85MFL19
MUT141,MUTHOOT FINA SR-17 8.75 30JN20,INE414G07BP5,875MFL20A
MUT142,MUTHOOT FINA SR-18 8.75 30JN22,INE414G07BQ3,875MFL22A
MUT143,MUTHOOT FINA SR-19 8.75 30JN19,INE414G07BR1,875MFL19A
MUT144,MUTHOOT FINA SR-16 9 30JN20,INE414G07BS9,9MFL20A
MUT145,MUTHOOT FINA SR-16 9 30JN22,INE414G07BT7,9MFL22A
MUT146,MUTHOOT FINA SR-16 06MR18,INE414G07BU5,0MFL18B
MUT147,MUTHOOT FINA SR-16 30JL18,INE414G07BV3,0MFL18C
MUT148,MUTHOOT FINA SR-19 30JN19,INE414G07BW1,0MFL19C
MUT149,MUTHOOT FINA SR-16 30JN20,INE414G07BX9,0MFL20A
MUT150,0% Muthoot Finance Jan 25,INE414G08330,805MMFS32
MUT151,MUTHOOT FINA SR-17 8.25 24AP19,INE414G07BY7,825MFL19
MUT152,MUTHOOT FINA SR-17 8.5 24JU20,INE414G07BZ4,850MFL20
MUT153,MUTHOOT FINA SR-17 8.75 24AP22,INE414G07CA5,875MFL22
MUT154,MUTHOOT FINA SR-17 8.5 24AP19,INE414G07CB3,850MFL19A
MUT155,MUTHOOT FINA SR-17 8.75 24JU20,INE414G07CC1,875MFL20B
MUT156,MUTHOOT FINA SR-17 9 24AP22,INE414G07CD9,900MFL22A
MUT157,MUTHOOT FINA SR-17 29MY18,INE414G07CE7,0MFL18D
MUT158,MUTHOOT FINA SR-17 24OT18,INE414G07CF4,0MFL18E
MUT159,MUTHOOT FINA SR-17 24AP19,INE414G07CG2,0MFL19B
MUT160,MUTHOOT FINA SR-17 24JU20,INE414G07CH0,0MFL20
MUT161,0% Muthoot Finance Apr 25,INE414G08348,915MMFS24
MUT162,MUTHOOT FINA SR18 8.25 19AP20,INE414G07CI8,825MFL20
MUT163,MUTHOOT FINA SR18 8.5 19JU21,INE414G07CJ6,850MFL21A
MUT164,8.75% Muthoot Finance Apr 23,INE414G07CK4,875MFL23
MUT165,MUTHOOT FINA SR18 8.5 19AP20,INE414G07CL2,850MFL19
MUT166,MUTHOOT FINA SR18 8.75 19JU21,INE414G07CM0,875MFL21A
MUT167,9% Muthoot Finance Apr 23,INE414G07CN8,9MFL23
MUT168,MUTHOOT FINA SR18 24MY19,INE414G07CO6,0MFL19D
MUT169,MUTHOOT FINA SR18 19AP20,INE414G07CP3,0MFL20B
MUT170,MUTHOOT FINA SR18 19JU21,INE414G07CQ1,0MFL21A
MUT171,0% Muthoot Finance Apr 23,INE414G07CR9,0MFL23
MUT172,MUTHOOT FIN SR19 9.25 20MR21,INE414G07DB1,925MFL21A
MUT173,MUTHOOT FIN SR19 9.25 20MY22,INE414G07DC9,950MFL22A
MUT174,9.75% Muthoot Finance Mar 24,INE414G07DD7,975MFL24A
MUT175,MUTHOOT FIN SR19 9.5 20MR21,INE414G07DE5,950MFL21A
MUT176,MUTHOOT FIN SR19 9.75 20MY22,INE414G07DF2,975MFL22B
MUT177,10% Muthoot Finance Mar 24,INE414G07DG0,10MFL24
MUT178,MUTHOOT FIN SR19 20MR21,INE414G07CY5,0MFL21B
MUT179,MUTHOOT FIN SR19 20MY22,INE414G07CZ2,0MFL22A
MUT180,0% Muthoot Finance Mar 24,INE414G07DA3,MFLZC24A
MUT181,MUTHOOT HOMEFIN OI 9.25 13MY21,INE652X07019,925MHIL21
MUT182,MUTHOOT HOMEFIN OII 9.5 13JL22,INE652X07027,95MHIL22
MUT183,9.75% Muthoot Homefin May 24,INE652X07035,975MHIL24
MUT184,MUTHOOT HOMEFIN OIV 9.5 13MY21,INE652X07043,95MHIL21
MUT185,MUTHOOT HOMEFIN OV 9.75 13JL22,INE652X07050,975MHIL22
MUT186,10% Muthoot Homefin May 24,INE652X07068,10MHIL24
MUT187,MUTHOOT HOMEFIN OVII 13MY21,INE652X07076,0MHIL21
MUT188,MUTHOOT HOMEFIN OVIII 13JL22,INE652X07084,0MHIL22
MUT189,0% Muthoot Homefin May 24,INE652X07092,MHLZC24
MUT190,0% Muthoot Homefin Nov 26,INE652X07100,MHLZC26
MUT191,MUTHOOT FIN SR OI 9.25 14JU21,INE414G07DH8,925MFL21B
MUT192,9.5% Muthoot Finance Aug 22,INE414G07DI6,95MFL22
MUT193,9.75% Muthoot Finance Jun 24,INE414G07DJ4,975MFL24AA
MUT194,MUTHOOT FIN OPTIV 9.5 14JU21,INE414G07DK2,95MFL21A
MUT195,9.75% Muthoot Finance Aug 22,INE414G07DL0,975MFL22AA
MUT196,10% Muthoot Finance Jun 24,INE414G07DM8,10MFL24A
MUT197,MUTHOOT FIN SR OPTVII 14JU21,INE414G07DN6,0MFL21AA
MUT198,0% Muthoot Finance Aug 22,INE414G07DO4,0MFL22AA
MUT199,0% Muthoot Finance Jun 24,INE414G07DP1,MFLZC24B
MUT200,0% Muthoot Finance Dec 26,INE414G07DQ9,MFLZC26A
MUT201,MUTHOOT FIN SR XXI 9.25 01NV21,INE414G07DT3,925MFL21D
MUT202,9.5% Muthoot Finance Jan 23,INE414G07DU1,95MFL23
MUT203,9.75% Muthoot Finance Nov 24,INE414G07DV9,975MFL24B
MUT204,MUTHOOT FIN XXI OIV 9.5 01NV21,INE414G07DW7,95MFL21D
MUT205,9.75% Muthoot Finance Jan 23,INE414G07DX5,975MFL23
MUT206,10% Muthoot Finance Nov 24,INE414G07DY3,10MFL24B
MUT207,MUTHOOT FIN XXI OVII 01NV21,INE414G07DZ0,0MFL21C
MUT208,0% Muthoot Finance Jan 23,INE414G07EA1,0MFL23A
MUT209,0% Muthoot Finance Nov 24,INE414G07EB9,MFLZC24C
MUT210,0% Muthoot Finance May 27,INE414G07EC7,MFLZC27D
MUT211,MUTHOOT FINCORP I 9 27NV20,INE549K07436,9MFL20
MUT212,MUTHOOT FINCORP II 9.25 25OT21,INE549K07444,925MFL21C
MUT213,MUTHOOT FINCOR III 9.50 25OT22,INE549K07451,95MFL22A
MUT214,MUTHOOT FINCORP IV 9.50 25OT21,INE549K07469,95MFL21B
MUT215,MUTHOOT FINCORP V 10 25OT22,INE549K07477,10MFL22
MUT216,MUTHOOT FINCORP VI 9.25 27NV20,INE549K07485,925MFL20
MUT217,MUTHOOT FINCOR VII 9.50 25OT21,INE549K07493,95MFL21C
MUT218,MUTHOOT FINCORP VIII 10 25OT22,INE549K07501,10MFL22A
MUT219,MUTHOOT FIN XXII 9.25 27DC21,INE414G07EH6,925MFL21AA
MUT220,9.5% Muthoot Finance Feb 23,INE414G07EI4,95MFL23A
MUT221,9.75% Muthoot Finance Dec 24,INE414G07EJ2,975MFL24BB
MUT222,MUTHOOT FIN XXII 9.50 27DC21,INE414G07EK0,95MFL21AA
MUT223,9.75% Muthoot Finance Feb 23,INE414G07EL8,975MFL23A
MUT224,10% Muthoot Finance Dec 24,INE414G07EM6,10MFL24AA
MUT225,MUTHOOT FIN XII NCD 27DC21,INE414G07ED5,0MFL21BB
MUT226,0% Muthoot Finance Feb 23,INE414G07EE3,0MFL23AA
MUT227,0% Muthoot Finance Dec 24,INE414G07EF0,MFLZC24D
MUT228,0% Muthoot Finance Jun 27,INE414G07EG8,MFLZC27B
MUT229,MUTHOOT FIN SRI 9 13MR21,INE549K07519,9MFL21
MUT230,MUTHOOT FIN SRII 9.25 07FB22,INE549K07527,925MFL22
MUT231,9.4% Muthoot Fincorp Apr 23,INE549K07535,94MFL23
MUT232,9.5% Muthoot Fincorp Feb 25,INE549K07543,95MFL25
MUT233,MUTHOOT FIN SR V 9.65 07FB22,INE549K07550,965MFL22
MUT234,9.9% Muthoot Fincorp Apr 23,INE549K07568,99MFL23
MUT235,10% Muthoot Fincorp Feb 25,INE549K07576,10MFL25
MUT236,MUTHOOT FIN SR VIII 13MR21,INE549K07584,0MFL21CC
MUT237,MUTHOOT FIN SR IX 07FB22,INE549K07592,0MFL22CC
MUT238,0% Muthoot Fincorp Apr 23,INE549K07600,0MFL23CC
MUT239,0% Muthoot Fincorp Feb 25,INE549K07618,MFLZC25A
MUT240,MUTHOOT VEH ASSET 9.25 17MR22,INE00XE07093,925MVAFL22
MUT241,9.5% Muthoot Vehicle May 23,INE00XE07101,95MVAFL23
MUT242,9.75% Muthoot Vehicle Mar 25,INE00XE07119,975MVAFL25
MUT243,MUTHOOT VEHICLE 9.50 17MR22,INE00XE07127,95MVAFL22
MUT244,9.75% Muthoot Vehicle May 23,INE00XE07135,975MVAFL23
MUT245,10% Muthoot Vehicle Mar 25,INE00XE07143,10MVAFL25
MUT246,MUTHOOT VEHICLE  ASSET 17MR22,INE00XE07150,0MVAFL22
MUT247,0% Muthoot Vehicle May 23,INE00XE07168,0MVAFL23
MUT248,0% Muthoot Vehicle Mar 25,INE00XE07176,MVAFZC25
MUT249,0% Muthoot Vehicle Sep 27,INE00XE07184,MVAF27
MUT250,MUTHOOT FIN SR I 9  17JL22,INE549K07667,9MFL22
MUT251,9.15% Muthoot Fincorp Sep 23,INE549K07675,915MFL23
MUT252,9.25% Muthoot Fincorp Jul 25,INE549K07683,925MFL25
MUT253,MUTHOOT FIN SR IV 9.40 17JL22,INE549K07691,94MFL22
MUT254,9.65% Muthoot Fincorp Sep 23,INE549K07709,965MFL23
MUT255,9.75% Muthoot Fincorp Jul 25,INE549K07717,975MFL25
MUT256,MUTHOOT FIN VII 17JL22,INE549K07725,0MFL22C
MUT257,0% Muthoot Fincorp Sep 23,INE549K07733,0MFL23B
MUT258,0% Muthoot Fincorp Jul 25,INE549K07741,MFLZC25B
MUT259,8.85% Muthoot Fincorp Jan 23,INE549K07808,885MFL23
MUT260,9% Muthoot Fincorp Dec 23,INE549K07816,9MFL23B
MUT261,9.15% Muthoot Fincorp Oct 25,INE549K07824,915MFL25
MUT262,9.25% Muthoot Fincorp Jan 23,INE549K07832,925MFL23C
MUT263,9.45% Muthoot Fincorp Dec 23,INE549K07840,945MFL23
MUT264,9.6% Muthoot Fincorp Oct 25,INE549K07857,96MFL25
MUT265,0% Muthoot Fincorp Jan 23,INE549K07865,0MFL23C
MUT266,0% Muthoot Fincorp Dec 23,INE549K07873,0MFL23D
MUT267,0% Muthoot Fincorp Oct 25,INE549K07881,MFLZC25D
MUT268,7.15% Muthoot Finance Jan 24,INE414G07FD2,MFLOI24
MUT269,7.5% Muthoot Finance Nov 25,INE414G07FE0,MFLOPTII24
MUT270,7.4% Muthoot Finance Jan 24,INE414G07FF7,MFLOIII24
MUT271,7.75% Muthoot Finance Nov 25,INE414G07FG5,MFOPTIV24
MUT272,0% Muthoot Finance Jan 24,INE414G07FH3,MFLOV24
MUT273,0% Muthoot Finance Nov 25,INE414G07FI1,MFOPTVI24
MUT274,6.75% Muthoot Finance Mar 24,INE414G07FJ9,MFLI24
MUT275,7.1% Muthoot Finance Jan 26,INE414G07FK7,MFLII26
MUT276,7% Muthoot Finance Mar 24,INE414G07FL5,MFLIII24
MUT277,7.35% Muthoot Finance Jan 26,INE414G07FM3,MFLIV26
MUT278,0% Muthoot Finance Mar 24,INE414G07FN1,MFLV24
MUT279,0% Muthoot Finance Jan 26,INE414G07FO9,MFLVI26
MUT286,8.25% Muthoot Fincorp Apr 23,INE549K07923,825MFL23
MUT287,8.5% Muthoot Fincorp Mar 24,INE549K07931,85MFL24
MUT288,8.75% Muthoot Fincorp Jan 26,INE549K07949,875MFL26
MUT289,9% Muthoot Fincorp Jan 27,INE549K08178,9MFL27
MUT290,9.4% Muthoot Fincorp Jan 27,INE549K08186,94MFL27
MUT291,0% Muthoot Fincorp Apr 23,INE549K07956,0MFL23E
MUT292,0% Muthoot Fincorp Mar 24,INE549K07964,MFLZC24E
MUT293,0% Muthoot Fincorp Jan 26,INE549K07972,MFLZC26B
